text,category
upi transfer booking late night,other
unknown charge expense late night,other
service fee unclear txn,other
misc payment order during trip,other
bank transfer expense one time,other
service fee txn personal,other
misc paymnt payment family use,other
wallet topup subscription family use,other
wallet topup bill routine,other
bank transfer bill family use,other
bank transfer unclear txn,other
adjustment subscrption one time,other
wallet topup unclear txn,other
upi transfer txn late night,other
wallet topup unclear txn,other
service fee unclear txn,other
bank transfer payment for office,other
wallet topup bill urgent,other
adjustment bill personal,other
bank transfer recharge for office,other
misc payment txn for office,other
unknown charge bill one time,other
unknown charge expense urgent,other
bank transfer expense personal,other
bank transfer order monthly,other
misc payment purchase urgent,other
misc payment subscription monthly,other
upi transfer order for home,other
upi transfer purchase late night,other
service fee booking late night,other
adjustment expense one time,other
cash withdrawal order personal,other
bank transfer payment one time,other
upi transfer payment routine,other
upi transfer monthy charge late night,other
misc payment unclear txn,other
upi transfer monthly charge urgent,other
wallet topup subscription monthly,other
unknown charge expense late night,other
bank transfer bill monthy,other
wallet topup monthly charge monthly,other
service fee unclear txn,other
bank transfer order for office,other
adjustment payment during trip,other
upi transfer purchase one time,other
misc payment unclear txn,other
service fee payment one time,other
misc payment booking during trip,other
unknown charge expense late night,other
bank transfer order routine,other
misc payment unclear txn,other
misc payment subscription monthly,other
upi transfer monthly charge for office,other
service fee txn late night,other
unknown charge booking routine,other
cash withdrawal booking one time,other
service fee bill late night,other
cash withdrawal payment late night,other
cash withdrawal txn monthly,other
misc payment bill monthly,other
adjustment monthly charge family use,other
service fee subscription one time,other
unknown charge payment routine,other
misc payment recharge for office,other
cash withdrawal purchase family use,other
upi transfer order urgent,other
unknown charge order during trip,other
upi transfer txn urgent,other
unknown charge recharge personal,other
wallet topup unclear txn,other
adjustment recharge for office,other
upi transfer monthly charge urgent,other
cash withdrawal recharge one time,other
bank transfer monthly charge during trip,other
wallet topup unclear txn,other
misc payment bill late night,other
unknown charge order one time,other
adjustment payment urgent,other
unknown charge subscription urgent,other
service fee unclear txn,other
cash withdrawal purchase urgent,other
wallet topup purchase for office,other
wallet topup purchase monthly,other
misc payment payment for home,other
wallet topup booking family use,other
bank transfer booking urgent,other
cash withdrawal purchase one time,other
misc paymnt purchase one time,other
cash withdrawal unclear txn,other
bank transfer bill personal,other
bank transfer order one time,other
wallet topup subscription routine,other
misc payment unclear txn,other
adjustment payment one time,other
unknown charge purchase one time,other
upi transfer expense monthly,other
upi transfer recharge late night,other
unknown charge recharge family use,other
upi transfer monthly charge for home,other
upi transfer bill urgent,other
unknown charge txn personal,other
upi transfer expense personal,other
misc payment expense one time,other
adjustment booking monthly,other
unknown charge subscription during trip,other
misc payment bill for office,other
wallet topup order family use,other
unknown charge txn one time,other
wallet topup expense monthly,other
unknown charge subscription late night,other
adjustment booking during trip,other
upi transfer recharge routine,other
adjustment txn routine,other
adjustment monthly charge for home,other
adjustment unclear txn,other
upi transfer unclear txn,other
unknown charge unclear txn,other
misc payment subscription routine,other
upi transfer order personal,other
wallet topup monthy charge for home,other
upi transfer monthly charge for office,other
adjustment booking family use,other
wallet topup booking monthly,other
cash withdrawal monthly charge urgent,other
cash withdrawal recharge one time,other
wallet topup txn late night,other
upi transfer txn personal,other
cash withdrawal purchase urgent,other
upi transfer txn for home,other
misc payment order family use,other
adjustment purchase personal,other
cash withdrawal unclear txn,other
adjustment booking for office,other
unknown charge bill monthly,other
bank transfer bill urgent,other
wallet topup paymnt for office,other
cash withdrawal expense personal,other
adjustment booking for office,other
upi transfer booking routine,other
service fee subscription late night,other
misc payment unclear txn,other
cash withdrawal expense personal,other
cash withdrawal recharge urgent,other
misc payment recharge urgent,other
misc paymnt monthly charge for home,other
bank transfer txn urgent,other
cash withdrawal monthly charge during trip,other
service fee bill monthly,other
service fee payment family use,other
wallet topup txn monthly,other
wallet topup order monthly,other
upi transfer payment personal,other
upi transfer unclear txn,other
wallet topup recharge one time,other
wallet topup purchase personal,other
wallet topup order routine,other
unknown charge unclear txn,other
service fee payment for office,other
wallet topup unclear txn,other
upi transfer unclear txn,other
wallet topup unclear txn,other
cash withdrawal payment personal,other
unknown charge expense urgent,other
bank transfer txn for office,other
unknown charge unclear txn,other
service fee expense for home,other
cash withdrawal expense routine,other
wallet topup expense routine,other
wallet topup monthy charge for office,other
cash withdrawal booking urgent,other
adjustment recharge monthly,other
misc payment purchase monthly,other
wallet topup payment routine,other
misc payment monthly charge urgent,other
adjustment booking personal,other
adjustment purchase during trip,other
upi transfer unclear txn,other
cash withdrawal purchase monthly,other
wallet topup subscription urgent,other
upi transfer subscription for office,other
misc payment bill family use,other
adjustment expense late night,other
bank transfer subscription late night,other
adjustment subscription for home,other
service fee unclear txn,other
wallet topup unclear txn,other
cash withdrawal unclear txn,other
service fee unclear txn,other
adjustment expense for home,other
cash withdrawal unclear txn,other
misc payment recharge family use,other
wallet topup bill one time,other
service fee recharge one time,other
adjustment subscription one time,other
adjustment bill urgent,other
bank transfer unclear txn,other
unknown charge order one time,other
upi transfer unclear txn,other
adjustment order late night,other
service fee purchase for home,other
unknown charge rechrge one time,other
adjustment subscription for home,other
adjustment subscription urgent,other
upi transfer purchase during trip,other
adjustment booking during trip,other
unknown charge expense urgent,other
cash withdrawal unclear txn,other
adjustment bill one time,other
upi transfer bill one time,other
adjustment expense one time,other
unknown charge purchase monthly,other
unknown charge monthy charge during trip,other
unknown charge monthy charge for office,other
misc payment unclear txn,other
unknown charge subscription for home,other
adjustment order urgent,other
cash withdrawal bill during trip,other
cash withdrawal unclear txn,other
misc payment txn one time,other
misc payment payment urgent,other
service fee order urgent,other
wallet topup txn one time,other
misc paymnt subscription personal,other
adjustment bill monthly,other
misc payment payment late night,other
bank transfer order one time,other
service fee order for office,other
bank transfer unclear txn,other
bank transfer payment family use,other
unknown charge purchase urgent,other
bank transfer purchase during trip,other
bank transfer booking late night,other
wallet topup monthly charge one time,other
misc payment booking personal,other
adjustment purchase routine,other
wallet topup purchase routine,other
misc payment monthly charge for office,other
unknown charge txn urgent,other
service fee order urgent,other
service fee unclear txn,other
service fee monthly charge personal,other
adjustment payment routine,other
bank transfer booking personal,other
misc paymnt expense personal,other
adjustment bill one time,other
unknown charge order late night,other
service fee rechrge for office,other
bank transfer purchse routine,other
cash withdrawal txn monthly,other
unknown charge monthly charge late night,other
adjustment expence urgent,other
bank transfer unclear txn,other
cash withdrawal recharge for home,other
cash withdrawal subscription for home,other
adjustment bill for home,other
bank transfer subscription personal,other
cash withdrawal bill for office,other
bank transfer unclear txn,other
bank transfer payment family use,other
service fee booking during trip,other
wallet topup payment routine,other
wallet topup payment routine,other
unknown charge unclear txn,other
cash withdrawal txn urgent,other
wallet topup subscription urgent,other
upi transfer unclear txn,other
unknown charge order for home,other
wallet topup purchase late night,other
cash withdrawal bill routine,other
cash withdrawal payment during trip,other
bank transfer booking for home,other
adjustment unclear txn,other
adjustment purchase personal,other
adjustment purchase during trip,other
upi transfer subscrption late night,other
wallet topup subscription late night,other
cash withdrawal unclear txn,other
wallet topup monthly charge during trip,other
adjustment payment family use,other
adjustment txn one time,other
unknown charge monthly charge during trip,other
adjustment unclear txn,other
bank transfer booking family use,other
bank transfer subscription late night,other
upi transfer subscription family use,other
cash withdrawal expense personal,other
cash withdrawal unclear txn,other
unknown charge bill for office,other
upi transfer bill during trip,other
misc payment subscription late night,other
bank transfer purchase during trip,other
unknown charge unclear txn,other
service fee txn monthly,other
upi transfer recharge for home,other
service fee unclear txn,other
misc payment monthly charge during trip,other
service fee booking urgent,other
unknown charge booking for office,other
unknown charge monthly charge monthly,other
adjustment recharge monthly,other
cash withdrawal subscrption personal,other
upi transfer booking urgent,other
bank transfer bill late night,other
wallet topup unclear txn,other
wallet topup recharge monthly,other
wallet topup payment personal,other
service fee order late night,other
cash withdrawal unclear txn,other
cash withdrawal unclear txn,other
cash withdrawal payment for home,other
wallet topup subscription for office,other
service fee subscription one time,other
cash withdrawal bill urgent,other
adjustment subscrption during trip,other
cash withdrawal bill monthly,other
cash withdrawal recharge monthly,other
wallet topup bill one time,other
unknown charge unclear txn,other
upi transfer unclear txn,other
service fee bill for office,other
upi transfer purchase urgent,other
wallet topup booking urgent,other
unknown charge payment late night,other
unknown charge expense late night,other
service fee order one time,other
service fee unclear txn,other
bank transfer bill urgent,other
adjustment expense personal,other
service fee txn for home,other
wallet topup monthly charge monthly,other
bank transfer order for home,other
cash withdrawal recharge personal,other
cash withdrawal unclear txn,other
unknown charge order monthly,other
service fee bill one time,other
cash withdrawal booking family use,other
cash withdrawal payment one time,other
misc payment expense for home,other
cash withdrawal bill personal,other
bank transfer booking during trip,other
adjustment order during trip,other
cash withdrawal expense urgent,other
upi transfer txn for office,other
wallet topup bill urgent,other
cash withdrawal order late night,other
bank transfer monthly charge late night,other
wallet topup expense late night,other
cash withdrawal unclear txn,other
wallet topup unclear txn,other
unknown charge bill family use,other
wallet topup recharge late night,other
unknown charge purchase one time,other
unknown charge bill one time,other
cash withdrawal booking for home,other
misc payment bill late night,other
service fee unclear txn,other
upi transfer order late night,other
unknown charge unclear txn,other
misc payment recharge monthly,other
upi transfer subscription one time,other
unknown charge booking urgent,other
unknown charge order family use,other
unknown charge monthly charge for home,other
adjustment unclear txn,other
unknown charge payment during trip,other
service fee purchase urgent,other
service fee order late night,other
upi transfer unclear txn,other
wallet topup subscription for home,other
upi transfer purchase routine,other
unknown charge booking late night,other
service fee order personal,other
cash withdrawal payment urgent,other
service fee booking routine,other
misc payment order urgent,other
cash withdrawal unclear txn,other
bank transfer monthly charge personal,other
wallet topup monthly charge family use,other
unknown charge order late night,other
unknown charge payment one time,other
adjustment monthly charge personal,other
unknown charge recharge personal,other
wallet topup unclear txn,other
bank transfer unclear txn,other
adjustment expense routine,other
unknown charge unclear txn,other
service fee booking one time,other
adjustment unclear txn,other
unknown charge monthly charge during trip,other
misc payment booking routine,other
adjustment booking for home,other
unknown charge unclear txn,other
adjustment monthly charge late night,other
service fee monthy charge personal,other
unknown charge unclear txn,other
bank transfer monthly charge family use,other
misc payment subscription urgent,other
misc payment expense for home,other
cash withdrawal purchase during trip,other
wallet topup bill for office,other
misc paymnt unclear txn,other
wallet topup order one time,other
unknown charge recharge urgent,other
cash withdrawal payment family use,other
adjustment payment personal,other
service fee expense family use,other
cash withdrawal subscrption family use,other
cash withdrawal booking for office,other
service fee unclear txn,other
unknown charge expense for home,other
wallet topup subscrption personal,other
adjustment unclear txn,other
unknown charge booking during trip,other
adjustment recharge one time,other
bank transfer unclear txn,other
wallet topup order urgent,other
adjustment txn for office,other
upi transfer bill for office,other
wallet topup unclear txn,other
adjustment txn family use,other
bank transfer order late night,other
upi transfer unclear txn,other
unknown charge unclear txn,other
upi transfer recharge routine,other
bank transfer subscription for home,other
misc payment unclear txn,other
misc payment unclear txn,other
upi transfer unclear txn,other
wallet topup txn for office,other
misc payment purchase routine,other
wallet topup subscription for home,other
misc paymnt monthly charge for office,other
upi transfer payment monthly,other
wallet topup order late night,other
bank transfer payment routine,other
misc payment subscription for home,other
cash withdrawal bill personal,other
adjustment bokking for home,other
misc payment monthly charge routine,other
cash withdrawal monthly charge routine,other
service fee order routine,other
wallet topup booking urgent,other
unknown charge recharge family use,other
service fee unclear txn,other
wallet topup purchse for office,other
unknown charge txn monthly,other
unknown charge expence family use,other
service fee order for home,other
cash withdrawal unclear txn,other
service fee bill monthly,other
bank transfer order during trip,other
misc payment txn for office,other
unknown charge booking late night,other
bank transfer bill personal,other
cash withdrawal unclear txn,other
bank transfer bill one time,other
misc payment bill during trip,other
bank transfer unclear txn,other
cash withdrawal unclear txn,other
adjustment subscription for home,other
cash withdrawal subscription family use,other
service fee unclear txn,other
adjustment expense for home,other
adjustment unclear txn,other
service fee booking family use,other
upi transfer booking for office,other
cash withdrawal bill during trip,other
adjustment monthly charge during trip,other
adjustment unclear txn,other
cash withdrawal unclear txn,other
cash withdrawal subscription routine,other
misc payment recharge for home,other
service fee unclear txn,other
upi transfer monthly charge during trip,other
unknown charge txn for home,other
upi transfer unclear txn,other
service fee txn one time,other
unknown charge order family use,other
upi transfer subscription urgent,other
service fee expense family use,other
cash withdrawal bill during trip,other
misc payment subscription late night,other
bank transfer monthly charge urgent,other
misc payment unclear txn,other
adjustment payment urgent,other
service fee rechrge urgent,other
bank transfer subscription one time,other
unknown charge unclear txn,other
misc payment booking urgent,other
bank transfer unclear txn,other
service fee recharge for home,other
upi transfer bill during trip,other
wallet topup monthly charge routine,other
adjustment bill during trip,other
service fee unclear txn,other
unknown charge payment one time,other
adjustment subscription family use,other
adjustment unclear txn,other
bank transfer purchase routine,other
misc payment expense monthly,other
bank transfer payment for office,other
cash withdrawal expense for home,other
bank transfer txn routine,other
misc payment payment monthly,other
bank transfer purchase during trip,other
misc payment expense for office,other
misc paymnt unclear txn,other
adjustment rechrge for office,other
cash withdrawal unclear txn,other
adjustment unclear txn,other
misc payment bill for home,other
service fee bill urgent,other
adjustment bill for home,other
unknown charge recharge monthly,other
upi transfer unclear txn,other
cash withdrawal subscription during trip,other
cash withdrawal order for home,other
cash withdrawal bill personal,other
bank transfer expense monthly,other
misc paymnt unclear txn,other
cash withdrawal txn late night,other
unknown charge txn one time,other
adjustment expense for home,other
service fee bill family use,other
cash withdrawal expense for office,other
upi transfer expense one time,other
upi transfer unclear txn,other
misc payment bill personal,other
upi transfer unclear txn,other
unknown charge monthly charge urgent,other
cash withdrawal recharge during trip,other
adjustment expense family use,other
upi transfer unclear txn,other
wallet topup paymnt late night,other
cash withdrawal unclear txn,other
service fee expense during trip,other
upi transfer expense one time,other
misc payment bill late night,other
adjustment bokking late night,other
unknown charge expense one time,other
cash withdrawal monthly charge routine,other
bank transfer unclear txn,other
upi transfer order urgent,other
misc payment monthly charge personal,other
wallet topup monthly charge one time,other
upi transfer bill for home,other
upi transfer unclear txn,other
wallet topup unclear txn,other
unknown charge txn for home,other
adjustment unclear txn,other
bank transfer expense for home,other
bank transfer bill urgent,other
wallet topup subscription family use,other
unknown charge order family use,other
upi transfer unclear txn,other
adjustment subscription one time,other
service fee subscrption for home,other
service fee payment during trip,other
cash withdrawal purchse routine,other
service fee booking late night,other
adjustment subscription monthly,other
unknown charge purchase family use,other
unknown charge purchase one time,other
wallet topup unclear txn,other
wallet topup recharge for office,other
service fee purchase for home,other
misc payment txn one time,other
wallet topup unclear txn,other
adjustment unclear txn,other
misc payment bill late night,other
wallet topup recharge personal,other
upi transfer paymnt for office,other
wallet topup recharge for office,other
upi transfer purchase personal,other
cash withdrawal booking personal,other
adjustment recharge family use,other
cash withdrawal bill during trip,other
unknown charge booking one time,other
adjustment expense for home,other
upi transfer purchase for home,other
upi transfer bokking personal,other
unknown charge purchase monthly,other
service fee order for home,other
service fee purchase personal,other
upi transfer payment late night,other
bank transfer payment for home,other
wallet topup bill routine,other
adjustment monthly charge family use,other
wallet topup unclear txn,other
bank transfer monthly charge monthly,other
misc payment payment urgent,other
cash withdrawal order for home,other
service fee unclear txn,other
adjustment booking family use,other
wallet topup payment family use,other
adjustment purchse for home,other
misc payment subscription routine,other
unknown charge unclear txn,other
cash withdrawal booking family use,other
service fee order late night,other
wallet topup booking one time,other
upi transfer payment routine,other
unknown charge booking during trip,other
bank transfer unclear txn,other
bank transfer purchase personal,other
bank transfer unclear txn,other
service fee unclear txn,other
bank transfer booking family use,other
misc payment expense monthly,other
cash withdrawal order for office,other
upi transfer bill personal,other
unknown charge monthly charge for office,other
service fee unclear txn,other
bank transfer monthly charge late night,other
unknown charge booking for office,other
bank transfer txn during trip,other
service fee expense routine,other
bank transfer monthly charge one time,other
wallet topup unclear txn,other
upi transfer unclear txn,other
adjustment payment routine,other
misc payment recharge for office,other
bank transfer monthly charge routine,other
upi transfer purchase routine,other
service fee bill urgent,other
bank transfer monthly charge routine,other
wallet topup payment for home,other
service fee txn one time,other
unknown charge booking one time,other
bank transfer monthy charge family use,other
cash withdrawal recharge during trip,other
service fee payment for office,other
bank transfer payment for home,other
misc payment recharge for home,other
misc payment unclear txn,other
upi transfer txn urgent,other
adjustment subscription during trip,other
upi transfer bill monthy,other
cash withdrawal txn routine,other
adjustment recharge routine,other
unknown charge order personal,other
upi transfer recharge for home,other
upi transfer txn routine,other
cash withdrawal unclear txn,other
unknown charge unclear txn,other
bank transfer monthly charge monthly,other
adjustment monthly charge late night,other
service fee order for home,other
adjustment unclear txn,other
service fee recharge personal,other
bank transfer order personal,other
adjustment unclear txn,other
wallet topup unclear txn,other
adjustment unclear txn,other
unknown charge purchase family use,other
bank transfer recharge monthly,other
service fee payment routine,other
cash withdrawal order for home,other
wallet topup order family use,other
wallet topup unclear txn,other
bank transfer unclear txn,other
misc payment expense routine,other
adjustment subscription one time,other
upi transfer expence urgent,other
service fee unclear txn,other
wallet topup recharge urgent,other
service fee unclear txn,other
bank transfer booking for home,other
service fee monthly charge personal,other
adjustment recharge personal,other
wallet topup unclear txn,other
service fee subscription one time,other
unknown charge subscrption family use,other
service fee monthly charge personal,other
upi transfer purchase for office,other
bank transfer purchase during trip,other
adjustment unclear txn,other
cash withdrawal bill personal,other
wallet topup expense for office,other
bank transfer unclear txn,other
upi transfer payment monthly,other
unknown charge order for home,other
service fee txn for home,other
adjustment txn for home,other
upi transfer booking urgent,other
upi transfer subscription for home,other
misc payment monthly charge urgent,other
adjustment expense monthy,other
upi transfer txn late night,other
wallet topup payment family use,other
service fee purchase personal,other
bank transfer unclear txn,other
wallet topup payment for home,other
wallet topup recharge one time,other
upi transfer txn during trip,other
wallet topup subscription for office,other
wallet topup unclear txn,other
bank transfer recharge for office,other
cash withdrawal txn monthly,other
adjustment subscription routine,other
misc paymnt order family use,other
service fee purchase family use,other
adjustment unclear txn,other
service fee booking urgent,other
cash withdrawal purchase monthly,other
upi transfer order family use,other
wallet topup booking late night,other
cash withdrawal purchase urgent,other
wallet topup paymnt for office,other
adjustment paymnt one time,other
wallet topup unclear txn,other
cash withdrawal txn during trip,other
bank transfer unclear txn,other
adjustment recharge during trip,other
bank transfer booking during trip,other
cash withdrawal bill urgent,other
adjustment unclear txn,other
wallet topup expense for office,other
adjustment expense one time,other
wallet topup order family use,other
adjustment txn routine,other
service fee recharge for office,other
service fee booking one time,other
wallet topup monthy charge urgent,other
adjustment booking routine,other
misc payment recharge routine,other
adjustment order for home,other
upi transfer order late night,other
upi transfer monthly charge routine,other
upi transfer bill routine,other
cash withdrawal order for office,other
wallet topup booking late night,other
misc payment unclear txn,other
wallet topup subscription for office,other
bank transfer monthly charge late night,other
upi transfer payment monthly,other
upi transfer bokking family use,other
adjustment subscription one time,other
bank transfer payment during trip,other
misc payment payment during trip,other
service fee monthly charge for office,other
upi transfer unclear txn,other
cash withdrawal purchse personal,other
bank transfer bill monthly,other
upi transfer unclear txn,other
cash withdrawal paymnt for office,other
upi transfer txn one time,other
misc payment expense routine,other
wallet topup txn late night,other
bank transfer expense for home,other
unknown charge subscription during trip,other
misc payment unclear txn,other
unknown charge txn for home,other
upi transfer expense late night,other
misc payment unclear txn,other
misc payment payment personal,other
cash withdrawal purchase for home,other
wallet topup unclear txn,other
cash withdrawal monthly charge during trip,other
wallet topup subscription for home,other
upi transfer recharge routine,other
adjustment payment for office,other
service fee subscription family use,other
adjustment payment family use,other
adjustment purchase family use,other
bank transfer unclear txn,other
wallet topup payment during trip,other
misc paymnt recharge late night,other
wallet topup unclear txn,other
service fee subscrption late night,other
bank transfer unclear txn,other
upi transfer expense urgent,other
service fee txn monthly,other
upi transfer purchase routine,other
misc payment purchase family use,other
upi transfer monthly charge family use,other
service fee purchase urgent,other
adjustment unclear txn,other
adjustment subscrption personal,other
unknown charge bokking routine,other
service fee bill for office,other
misc payment unclear txn,other
service fee unclear txn,other
upi transfer monthly charge routine,other
upi transfer payment during trip,other
unknown charge purchase during trip,other
service fee bill one time,other
wallet topup payment for office,other
wallet topup txn one time,other
wallet topup bill monthly,other
wallet topup recharge late night,other
cash withdrawal monthly charge personal,other
bank transfer unclear txn,other
upi transfer subscription late night,other
misc paymnt bill family use,other
cash withdrawal unclear txn,other
bank transfer expense for home,other
cash withdrawal recharge late night,other
misc payment monthly charge routine,other
upi transfer purchase urgent,other
adjustment expense personal,other
unknown charge bill routine,other
unknown charge payment personal,other
bank transfer recharge urgent,other
misc payment monthly charge monthly,other
cash withdrawal expense monthly,other
wallet topup monthly charge routine,other
service fee order monthly,other
upi transfer unclear txn,other
upi transfer bill for home,other
cash withdrawal monthly charge late night,other
upi transfer txn monthly,other
service fee recharge during trip,other
adjustment expense personal,other
wallet topup bill urgent,other
service fee subscription one time,other
upi transfer unclear txn,other
unknown charge subscription family use,other
service fee purchase during trip,other
upi transfer expense routine,other
unknown charge order family use,other
upi transfer monthly charge for office,other
wallet topup payment during trip,other
misc payment monthly charge urgent,other
misc payment unclear txn,other
unknown charge payment during trip,other
upi transfer txn routine,other
service fee bill family use,other
bank transfer subscription during trip,other
upi transfer bill during trip,other
misc payment unclear txn,other
upi transfer order personal,other
misc payment order monthly,other
cash withdrawal unclear txn,other
bank transfer order urgent,other
cash withdrawal expense for office,other
bank transfer monthly charge urgent,other
bank transfer unclear txn,other
misc payment subscription for home,other
adjustment payment for office,other
unknown charge order late night,other
cash withdrawal monthly charge monthly,other
service fee payment urgent,other
misc paymnt unclear txn,other
bank transfer recharge during trip,other
misc payment expense routine,other
unknown charge unclear txn,other
bank transfer txn one time,other
service fee booking one time,other
upi transfer booking for office,other
wallet topup unclear txn,other
adjustment bill late night,other
unknown charge payment routine,other
wallet topup purchase family use,other
service fee bill family use,other
cash withdrawal txn late night,other
wallet topup subscription monthly,other
bank transfer bill routine,other
bank transfer purchase monthly,other
cash withdrawal purchase for home,other
upi transfer expense urgent,other
unknown charge purchase one time,other
service fee unclear txn,other
adjustment purchase one time,other
unknown charge booking urgent,other
upi transfer purchase urgent,other
bank transfer subscription personal,other
upi transfer order for home,other
upi transfer bill one time,other
misc payment txn routine,other
unknown charge payment family use,other
adjustment payment urgent,other
misc payment txn one time,other
misc payment bill one time,other
cash withdrawal unclear txn,other
cash withdrawal booking one time,other
service fee unclear txn,other
upi transfer unclear txn,other
misc payment payment monthly,other
bank transfer purchase for home,other
bank transfer txn personal,other
service fee monthy charge during trip,other
misc payment order urgent,other
unknown charge payment family use,other
upi transfer payment for office,other
unknown charge order family use,other
service fee expense family use,other
upi transfer txn during trip,other
service fee txn during trip,other
cash withdrawal paymnt routine,other
adjustment purchase routine,other
upi transfer purchase urgent,other
unknown charge purchase monthly,other
service fee unclear txn,other
unknown charge payment monthly,other
cash withdrawal txn for office,other
service fee unclear txn,other
upi transfer purchase for office,other
wallet topup booking routine,other
wallet topup order routine,other
misc payment unclear txn,other
upi transfer expense during trip,other
wallet topup expence family use,other
bank transfer unclear txn,other
cash withdrawal bill family use,other
wallet topup monthly charge for home,other
service fee unclear txn,other
cash withdrawal unclear txn,other
cash withdrawal subscription for home,other
wallet topup purchase for office,other
upi transfer order personal,other
service fee bill urgent,other
wallet topup monthy charge for home,other
misc payment monthly charge personal,other
wallet topup txn monthly,other
adjustment bill late night,other
upi transfer bokking for office,other
adjustment unclear txn,other
bank transfer unclear txn,other
upi transfer purchase personal,other
service fee subscription during trip,other
service fee order late night,other
wallet topup bill for home,other
wallet topup bill personal,other
wallet topup order one time,other
wallet topup order one time,other
service fee monthly charge during trip,other
upi transfer bokking during trip,other
misc payment purchase for office,other
upi transfer payment one time,other
upi transfer unclear txn,other
misc payment subscription one time,other
upi transfer expense late night,other
adjustment unclear txn,other
unknown charge unclear txn,other
service fee bill one time,other
upi transfer order for home,other
misc payment monthly charge during trip,other
unknown charge txn routine,other
adjustment rechrge one time,other
wallet topup subscription one time,other
adjustment booking family use,other
upi transfer unclear txn,other
unknown charge subscription urgent,other
cash withdrawal monthly charge one time,other
wallet topup monthly charge monthly,other
service fee booking monthly,other
upi transfer unclear txn,other
adjustment purchse late night,other
misc payment monthly charge one time,other
service fee subscription for home,other
wallet topup unclear txn,other
service fee purchse routine,other
service fee booking for office,other
wallet topup booking one time,other
cash withdrawal monthly charge one time,other
upi transfer subscription monthly,other
upi transfer purchase urgent,other
misc payment monthly charge during trip,other
adjustment purchase during trip,other
cash withdrawal booking urgent,other
wallet topup txn for office,other
misc payment purchase routine,other
adjustment subscription during trip,other
wallet topup order family use,other
service fee bill for office,other
cash withdrawal subscription urgent,other
unknown charge booking one time,other
bank transfer purchse monthly,other
misc payment order urgent,other
misc payment purchase for office,other
adjustment unclear txn,other
upi transfer payment for home,other
misc payment subscription for home,other
bank transfer monthly charge personal,other
upi transfer subscription for home,other
adjustment booking for home,other
upi transfer monthy charge urgent,other
upi transfer subscription for office,other
bank transfer monthly charge monthly,other
service fee order for office,other
adjustment bill for office,other
cash withdrawal order personal,other
unknown charge monthly charge for home,other
wallet topup bill urgent,other
misc payment unclear txn,other
unknown charge bill for office,other
wallet topup recharge during trip,other
bank transfer order family use,other
service fee bill during trip,other
cash withdrawal order for office,other
adjustment rechrge urgent,other
service fee txn personal,other
cash withdrawal bill routine,other
unknown charge payment one time,other
service fee txn for home,other
misc payment expense for office,other
cash withdrawal txn routine,other
upi transfer monthly charge during trip,other
bank transfer unclear txn,other
bank transfer monthly charge for home,other
unknown charge monthly charge personal,other
upi transfer booking monthly,other
unknown charge order personal,other
service fee expense routine,other
adjustment txn urgent,other
service fee bill late night,other
wallet topup unclear txn,other
misc payment purchase late night,other
unknown charge expense personal,other
cash withdrawal booking routine,other
unknown charge expence family use,other
bank transfer purchase monthly,other
wallet topup unclear txn,other
bank transfer purchase family use,other
service fee bill for office,other
upi transfer purchse personal,other
unknown charge purchase monthly,other
cash withdrawal booking monthly,other
service fee purchase family use,other
bank transfer unclear txn,other
service fee payment one time,other
service fee booking during trip,other
cash withdrawal monthy charge during trip,other
cash withdrawal paymnt for office,other
bank transfer bill personal,other
upi transfer subscription monthly,other
adjustment subscription during trip,other
upi transfer booking urgent,other
service fee unclear txn,other
misc payment unclear txn,other
bank transfer unclear txn,other
unknown charge order routine,other
misc payment txn personal,other
wallet topup monthly charge late night,other
wallet topup monthly charge monthly,other
bank transfer txn monthly,other
bank transfer payment urgent,other
upi transfer subscrption one time,other
adjustment purchase monthly,other
bank transfer bill urgent,other
misc payment subscription for home,other
cash withdrawal order urgent,other
cash withdrawal expense for office,other
adjustment monthy charge monthly,other
adjustment bill monthly,other
upi transfer unclear txn,other
service fee subscription one time,other
unknown charge order family use,other
cash withdrawal expense for office,other
upi transfer recharge late night,other
adjustment recharge late night,other
unknown charge order one time,other
upi transfer txn family use,other
adjustment order personal,other
upi transfer unclear txn,other
cash withdrawal subscrption family use,other
adjustment txn urgent,other
adjustment booking family use,other
cash withdrawal booking one time,other
unknown charge payment personal,other
wallet topup txn monthly,other
unknown charge txn late night,other
service fee bill family use,other
misc payment booking during trip,other
wallet topup paymnt for office,other
adjustment payment late night,other
service fee purchase late night,other
wallet topup expense routine,other
wallet topup order for home,other
upi transfer booking late night,other
misc payment recharge for home,other
bank transfer payment personal,other
unknown charge txn personal,other
misc payment monthly charge one time,other
bank transfer monthly charge during trip,other
wallet topup subscription urgent,other
service fee monthly charge for home,other
adjustment monthly charge monthly,other
wallet topup monthly charge personal,other
unknown charge booking personal,other
misc payment monthly charge urgent,other
misc payment booking urgent,other
adjustment bill urgent,other
misc payment booking urgent,other
wallet topup order urgent,other
adjustment recharge for office,other
misc payment booking monthly,other
unknown charge txn late night,other
wallet topup txn late night,other
bank transfer bokking monthly,other
cash withdrawal purchase late night,other
bank transfer purchase family use,other
unknown charge unclear txn,other
wallet topup unclear txn,other
adjustment monthly charge for home,other
misc payment monthly charge one time,other
service fee bill for office,other
bank transfer unclear txn,other
unknown charge unclear txn,other
upi transfer order routine,other
cash withdrawal unclear txn,other
service fee expense one time,other
adjustment bill during trip,other
